,Niche Name,Niche City,Maps_ID,Maps_Name,Maps Address,Maps_Rating,Name,Link,Graduation Rate,Reading Proficiency,Math Proficiency,AP Pass Rate,AP Enrollment Rate,APs Offered,SAT,SAT Math,SAT English,ACT,ACT Math,ACT Reading,ACT English,ACT Science,Rank,District,City,Rating,ID,County,Type,Sector,Charter,Status,Street Address,Match Score,Matched Name,Matched City
50,San Marino High School,San marino,ChIJcU_LsUfbwoARfEmJOK7qoU4,San Marino High School,"2701 Huntington Dr, San Marino, CA 91108, USA",4.1,San Marino High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19649641937754,0.96,0.77,0.67,0.9,0.35,14.0,1400.0,710.0,690.0,31.0,31.0,31.0,31.0,30.0,54,San Marino Unified,San Marino,4.05,19649641937754,Los Angeles,High Schools (Public),Public,No,Active,2701 Huntington Dr.,81.08108108108108,San Marino High,San Marino
51,Granite Bay High School,Granite bay,ChIJw16tO8zhmoARWaUtnoh1CnE,Granite Bay High School,"1 Grizzly Way, Granite Bay, CA 95746, USA",3.4,Granite Bay High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=31669283130184,0.96,0.85,0.61,0.89,0.54,23.0,1320.0,670.0,650.0,29.0,28.0,30.0,29.0,28.0,56,Roseville Joint Union High,Granite Bay,4.03,31669283130184,Placer,High Schools (Public),Public,No,Active,1 Grizzly Way,82.05128205128204,Granite Bay High,Granite Bay
52,Davis Senior High School,Davis,ChIJB2qLG7sphYARFSGlW8pvWos,Davis Senior High School,"315 W 14th St #1914, Davis, CA 95616, USA",3.5,Davis Senior High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=57726785732201,0.97,0.78,0.62,0.91,0.49,20.0,1350.0,680.0,670.0,30.0,30.0,31.0,31.0,30.0,57,Davis Joint Unified,Davis,3.82,57726785732201,Yolo,High Schools (Public),Public,No,Active,315 West 14th St.,82.92682926829268,Davis Senior High,Davis
53,Alameda Science and Technology Institute,Alameda,ChIJRayGEdmAj4ARbaXSYnr7BO4,Alameda Science and Technology Institute (ASTI),"555 Atlantic Ave, Alameda, CA 94501, USA",3.7,Alameda Science and Technology Institute,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01611190106401,0.9,0.9,0.65,,,,1320.0,670.0,650.0,32.0,31.0,34.0,34.0,28.0,58,Alameda Unified,Alameda,3.99,1611190106401,Alameda,Alternative Schools of Choice,Public,No,Active,555 Ralph Appezzato Memorial Pkwy.,100.0,Alameda Science and Technology Institute,Alameda
54,Homestead High School,Cupertino,ChIJf57tZDC0j4ARXYTN0nN6GtM,Homestead High School,"21370 Homestead Rd, Cupertino, CA 95014, USA",4.3,Homestead High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=43694684333316,0.97,0.82,0.73,0.9,0.33,17.0,1400.0,720.0,690.0,31.0,31.0,31.0,32.0,31.0,59,Fremont Union High,Cupertino,3.75,43694684333316,Santa Clara,High Schools (Public),Public,No,Active,21370 Homestead Rd.,80.0,Homestead High,Cupertino
55,John F. Kennedy High School,Norco,ChIJ2c8BdsXJ3IARwyzpUJ--Ayg,John F. Kennedy Middle College High School,"1951 Third St, Norco, CA 92860, USA",4.0,John F. Kennedy High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=33670330110759,0.95,0.92,0.62,,,,1160.0,580.0,580.0,24.0,23.0,25.0,23.0,25.0,60,Corona-Norco Unified,Norco,3.98,33670330110759,Riverside,Alternative Schools of Choice,Public,No,Active,1951 Third St.,85.1063829787234,John F. Kennedy High,Norco
56,Burlingame High School,Burlingame,ChIJk2ld4PKdj4ARYgz1DyuDrJU,Burlingame High School,"1 Mangini Way, Burlingame, CA 94010, USA",4.5,Burlingame High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=41690474130472,0.96,0.85,0.61,0.99,0.43,17.0,1340.0,680.0,660.0,30.0,29.0,30.0,30.0,29.0,61,San Mateo Union High,Burlingame,3.85,41690474130472,San Mateo,High Schools (Public),Public,No,Active,1 Mangini Way,81.08108108108108,Burlingame High,Burlingame
57,Carmel High School,Carmel,ChIJv2Mqlw7mjYARKVRqLl4ujgA,Carmel High School,"3600 Ocean Ave, Carmel-By-The-Sea, CA 93923, USA",4.1,Carmel High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=27659872730414,0.98,0.82,0.56,0.78,0.53,18.0,1310.0,650.0,660.0,30.0,28.0,31.0,31.0,29.0,62,Carmel Unified,Carmel,3.99,27659872730414,Monterey,High Schools (Public),Public,No,Active,3600 Ocean Ave.,75.86206896551724,Carmel High,Carmel
58,Woodbridge High School,Irvine,ChIJGyTOlLXd3IARcNgTHVUaXmk,Woodbridge High School,"2 Meadowbrook, Irvine, CA 92604, USA",4.1,Woodbridge High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=30736503030285,0.96,0.77,0.54,0.88,0.48,23.0,1370.0,700.0,670.0,31.0,30.0,31.0,31.0,30.0,63,Irvine Unified,Irvine,3.84,30736503030285,Orange,High Schools (Public),Public,No,Active,2 Meadowbrook,81.08108108108108,Woodbridge High,Irvine
59,Carlmont High School,Belmont,ChIJRUEZLWCfj4ARrwP41kqqHbA,Carlmont High School,"1400 Alameda de las Pulgas, Belmont, CA 94002, USA",4.2,Carlmont High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=41690624130993,0.95,0.88,0.69,0.85,0.38,18.0,1360.0,690.0,670.0,30.0,30.0,31.0,30.0,29.0,64,Sequoia Union High,Belmont,3.91,41690624130993,San Mateo,High Schools (Public),Public,No,Active,1400 Alameda de Las Pulgas,78.78787878787878,Carlmont High,Belmont
60,Capistrano Valley High School,Mission viejo,ChIJO94dTVzu3IARpPe7SO8ecGU,Capistrano Valley High School,"26301 Via Escolar, Mission Viejo, CA 92692, USA",3.9,Capistrano Valley High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=30664643030210,0.98,0.78,0.53,0.73,0.62,26.0,1290.0,650.0,640.0,30.0,28.0,31.0,30.0,29.0,65,Capistrano Unified,Mission Viejo,3.77,30664643030210,Orange,High Schools (Public),Public,No,Active,26301 Via Escolar,86.27450980392157,Capistrano Valley High,Mission Viejo
61,Oak Park High School,Oak park,ChIJmWCOEYAm6IAR3g6IOaqLVw4,Oak Park High School,"899 Kanan Rd, Oak Park, CA 91377, USA",4.3,Oak Park High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=56738745630132,0.98,0.82,0.64,0.88,0.31,19.0,1350.0,680.0,670.0,30.0,29.0,31.0,31.0,30.0,66,Oak Park Unified,Oak Park,3.94,56738745630132,Ventura,High Schools (Public),Public,No,Active,899 Kanan Rd.,78.78787878787878,Oak Park High,Oak Park
62,Westlake High School,Westlake village,ChIJZ4V6F_kk6IAROOtsbYqQafI,Westlake High School,"100 Lakeview Canyon Rd, Thousand Oaks, CA 91362, USA",3.8,Westlake High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=56737595630116,0.95,0.73,0.58,0.75,0.51,24.0,1350.0,680.0,670.0,30.0,29.0,31.0,31.0,29.0,67,Conejo Valley Unified,Westlake Village,3.87,56737595630116,Ventura,High Schools (Public),Public,No,Active,100 North Lakeview Canyon Rd.,78.78787878787878,Westlake High,Westlake Village
63,San Mateo High School,San mateo,ChIJdavMatydj4ARGoUPuhYt-PY,San Mateo High School,"506 N Delaware St, San Mateo, CA 94401, USA",4.5,San Mateo High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=41690474136370,0.88,0.68,0.45,0.98,0.34,18.0,1320.0,660.0,650.0,31.0,30.0,31.0,31.0,30.0,68,San Mateo Union High,San Mateo,4.09,41690474136370,San Mateo,High Schools (Public),Public,No,Active,506 North Delaware St.,80.0,San Mateo High,San Mateo
64,Walnut High School,Walnut,ChIJi5coResrw4ARnFNwohSnkyo,Walnut High School,"400 Pierre Rd, Walnut, CA 91789, USA",4.4,Walnut High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19734601939149,0.97,0.8,0.61,0.89,0.37,26.0,1330.0,680.0,650.0,31.0,32.0,31.0,31.0,31.0,69,Walnut Valley Unified,Walnut,3.83,19734601939149,Los Angeles,High Schools (Public),Public,No,Active,400 North Pierre Rd.,75.86206896551724,Walnut High,Walnut
65,Los Gatos High School,Los gatos,ChIJjRLgS-E1joARBHNt2PR3FHw,Los Gatos High School,"20 High School Ct, Los Gatos, CA 95030, USA",4.1,Los Gatos High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=43695344334371,0.98,0.86,0.66,0.85,0.4,18.0,1350.0,680.0,670.0,31.0,30.0,31.0,31.0,30.0,70,Los Gatos-Saratoga Union High,Los Gatos,4.04,43695344334371,Santa Clara,High Schools (Public),Public,No,Active,20 High School Ct.,80.0,Los Gatos High,Los Gatos
66,Grossmont Middle College High School,El cajon,ChIJ14n_kupX2YAREBx4iaFL0iU,Grossmont Middle College High School,"Building 38G, 8800 Grossmont College Dr, El Cajon, CA 92020, USA",5.0,Grossmont Middle College High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37681303731536,0.9,0.9,0.55,,,,1230.0,610.0,620.0,28.0,28.0,28.0,29.0,27.0,71,Grossmont Union High,El Cajon,4.17,37681303731536,San Diego,Alternative Schools of Choice,Public,No,Active,8800 Grossmont College Dr.,89.23076923076923,Grossmont Middle College High,El Cajon
67,High Tech Los Angeles,Lake balboa,ChIJgxnVbuqZwoARwNe-lHYuCHY,High Tech Los Angeles,"17111 Victory Blvd, Lake Balboa, CA 91406, USA",3.5,High Tech LA,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647330100677,0.92,0.72,0.42,,,,1190.0,600.0,600.0,25.0,23.0,26.0,25.0,24.0,72,Los Angeles Unified,Lake Balboa,4.28,19647330100677,Los Angeles,High Schools (Public),Public,Yes,Active,17111 Victory Blvd.,72.72727272727273,High Tech LA,Lake Balboa
68,Santa Monica High School,Santa monica,ChIJnzkKPyu7woARS4mw9MDtmqc,Santa Monica High School,"601 Pico Blvd, Santa Monica, CA 90405, USA",3.9,Santa Monica High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19649801938000,0.97,0.82,0.51,0.7,0.25,16.0,1290.0,640.0,650.0,30.0,28.0,30.0,30.0,29.0,73,Santa Monica-Malibu Unified,Santa Monica,3.85,19649801938000,Los Angeles,High Schools (Public),Public,No,Active,601 Pico Blvd.,82.92682926829268,Santa Monica High,Santa Monica
69,Mills High School,Millbrae,ChIJh6OkAa53j4ARpkR-aWuPM4U,Mills High School,"400 Murchison Dr, Millbrae, CA 94030, USA",4.7,Mills High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=41690474134557,0.97,0.82,0.72,0.93,0.37,18.0,1340.0,680.0,650.0,31.0,31.0,31.0,31.0,31.0,74,San Mateo Union High,Millbrae,3.81,41690474134557,San Mateo,High Schools (Public),Public,No,Active,400 Murchison Dr.,74.07407407407408,Mills High,Millbrae
70,Great Oak High School,Temecula,ChIJzQvgypGB24ARgo93xscaT-8,Great Oak High School,"32555 Deer Hollow Way, Temecula, CA 92592, USA",3.9,Great Oak High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=33751920105734,0.97,0.8,0.53,0.69,0.48,37.0,1220.0,610.0,610.0,27.0,26.0,28.0,27.0,27.0,75,Temecula Valley Unified,Temecula,4.13,33751920105734,Riverside,High Schools (Public),Public,No,Active,32555 Deer Hollow Way,80.0,Great Oak High,Temecula
71,Mira Costa High School,Manhattan beach,ChIJ-wu1Jnm0woAR67G_BTKko2Y,Mira Costa High School,"1401 Artesia Blvd, Manhattan Beach, CA 90266, USA",4.1,Mira Costa High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19753331935808,0.96,0.74,0.6,0.84,0.48,25.0,1330.0,670.0,670.0,31.0,29.0,31.0,31.0,30.0,76,Manhattan Beach Unified,Manhattan Beach,3.73,19753331935808,Los Angeles,High Schools (Public),Public,No,Active,1401 Artesia Blvd.,81.08108108108108,Mira Costa High,Manhattan Beach
72,Crescenta Valley High School,La crescenta,ChIJPTT091DqwoARxks02F76dFg,Crescenta Valley High School,"2900 Community Ave, La Crescenta-Montrose, CA 91214, USA",4.2,Crescenta Valley High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19645681932144,0.99,0.81,0.58,0.83,0.42,27.0,1340.0,680.0,660.0,31.0,30.0,31.0,32.0,30.0,77,Glendale Unified,La Crescenta,3.93,19645681932144,Los Angeles,High Schools (Public),Public,No,Active,2900 Community Ave.,85.71428571428572,Crescenta Valley High,La Crescenta
73,Pacific Collegiate Charter School,Santa cruz,ChIJ7_KJWWVqjoARGKqMTR_RYfk,Pacific Collegiate School,"3004 Mission St, Santa Cruz, CA 95060, USA",4.3,Pacific Collegiate Charter,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=44104474430252,0.95,0.79,0.6,0.87,0.17,,1390.0,690.0,700.0,31.0,29.0,32.0,31.0,31.0,78,Santa Cruz County Office of Education,Santa Cruz,3.63,44104474430252,Santa Cruz,High Schools (Public),Public,Yes,Active,3004 Mission St.,88.13559322033898,Pacific Collegiate Charter,Santa Cruz
74,Coronado High School,Coronado,ChIJCxzNt7Ws3oARCl5jTqZe4S0,Coronado High School,"650 D Ave, Coronado, CA 92118, USA",4.8,Coronado High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37680313731478,0.97,0.82,0.55,0.81,0.49,18.0,1280.0,640.0,640.0,29.0,28.0,30.0,30.0,28.0,79,Coronado Unified,Coronado,4.14,37680313731478,San Diego,High Schools (Public),Public,No,Active,650 D Ave.,78.78787878787878,Coronado High,Coronado
75,Sunny Hills High School,Fullerton,ChIJKdZNo1wq3YARnOFEp6Yvnj4,Sunny Hills High School,"1801 Lancer Way, Fullerton, CA 92833, USA",4.4,Sunny Hills High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=30665143037348,0.98,0.73,0.54,0.8,0.57,27.0,1330.0,680.0,650.0,31.0,30.0,31.0,31.0,30.0,80,Fullerton Joint Union High,Fullerton,3.91,30665143037348,Orange,High Schools (Public),Public,No,Active,1801 Lancer Way,82.05128205128204,Sunny Hills High,Fullerton
76,Diamond Bar High School,Diamond bar,ChIJOetZkl0rw4AR03JBmNNw2NI,Diamond Bar High School,"21400 Pathfinder Rd, Diamond Bar, CA 91765, USA",4.6,Diamond Bar High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19734601932862,0.98,0.78,0.7,0.87,0.34,26.0,1360.0,700.0,660.0,31.0,31.0,31.0,32.0,30.0,81,Walnut Valley Unified,Diamond Bar,3.85,19734601932862,Los Angeles,High Schools (Public),Public,No,Active,21400 Pathfinder Rd.,82.05128205128204,Diamond Bar High,Diamond Bar
77,Portola High School,Irvine,ChIJNxPEDZjC3IARHqhwMp8pazo,Portola High School,"1001 Cadence, Irvine, CA 92618, USA",4.3,Portola High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=30736500133405,0.95,0.85,0.67,0.07,,,1400.0,710.0,690.0,32.0,31.0,33.0,33.0,32.0,82,Irvine Unified,Irvine,4.29,30736500133405,Orange,High Schools (Public),Public,No,Active,1001 Cadence,77.41935483870968,Portola High,Irvine
78,Palos Verdes High School,Palos verdes estates,ChIJHQDffppM3YARW_UySJ7lh7E,Palos Verdes High School,"600 Cloyden Rd, Palos Verdes Estates, CA 90274, USA",4.4,Palos Verdes High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19648651996552,0.98,0.75,0.55,0.72,0.5,32.0,1330.0,670.0,660.0,29.0,28.0,30.0,30.0,29.0,83,Palos Verdes Peninsula Unified,Palos Verdes Estates,3.97,19648651996552,Los Angeles,High Schools (Public),Public,No,Active,600 Cloyden Rd.,82.92682926829268,Palos Verdes High,Palos Verdes Estates
79,Mt. Carmel High School,San diego,ChIJv1FnXtH524ARIBpcfgd004M,Mt. Carmel High School,"9550 Carmel Mountain Rd, San Diego, CA 92129, USA",3.9,Mt. Carmel High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37682963730074,0.98,0.72,0.52,0.65,0.38,21.0,1300.0,650.0,640.0,29.0,28.0,29.0,29.0,28.0,84,Poway Unified,San Diego,4.14,37682963730074,San Diego,High Schools (Public),Public,No,Active,9550 Carmel Mountain Rd.,81.08108108108108,Mt. Carmel High,San Diego
80,Escondido Charter High School,Escondido,ChIJJfUd4T_z24AROEEr16LUgNw,Escondido Charter High School,"1868 E Valley Pkwy, Escondido, CA 92027, USA",4.0,Escondido Charter High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37681063731023,0.92,0.71,0.46,,,,1230.0,630.0,610.0,30.0,29.0,31.0,30.0,28.0,86,Escondido Union High,Escondido,4.04,37681063731023,San Diego,High Schools (Public),Public,Yes,Active,1868 East Valley Pkwy.,86.27450980392157,Escondido Charter High,Escondido
81,Yorba Linda High School,Yorba linda,ChIJOVULttXb3IAR8zaUVYwj_Kg,Yorba Linda High School,"19900 Bastanchury Rd, Yorba Linda, CA 92886, USA",4.1,Yorba Linda High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=30666470119404,0.98,0.69,0.55,0.98,0.31,22.0,1310.0,660.0,640.0,28.0,28.0,29.0,28.0,27.0,87,Placentia-Yorba Linda Unified,Yorba Linda,3.97,30666470119404,Orange,High Schools (Public),Public,No,Active,19900 Bastanchury Rd.,82.05128205128204,Yorba Linda High,Yorba Linda
82,Redondo Union High School,Redondo beach,ChIJjeXjpaO0woARBMhvAJLzK00,Redondo Union High School,"1 Sea Hawk Way, Redondo Beach, CA 90277, USA",4.7,Redondo Union High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19753411937143,0.97,0.75,0.53,0.77,0.34,22.0,1290.0,650.0,640.0,27.0,26.0,28.0,28.0,27.0,88,Redondo Beach Unified,Redondo Beach,4.1,19753411937143,Los Angeles,High Schools (Public),Public,No,Active,One Sea Hawk Way,83.72093023255813,Redondo Union High,Redondo Beach
83,Monte Vista High School,Danville,ChIJwYQGsLD0j4ARBYdY7rHfML0,Monte Vista High School,"3131 Stone Valley Rd, Danville, CA 94526, USA",4.3,Monte Vista High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=07618040734368,0.98,0.86,0.63,0.92,0.43,32.0,1340.0,680.0,670.0,31.0,30.0,31.0,31.0,30.0,89,San Ramon Valley Unified,Danville,3.9,7618040734368,Contra Costa,High Schools (Public),Public,No,Active,3131 Stone Valley Rd.,82.05128205128204,Monte Vista High,Danville
84,Larchmont Charter School,Los angeles,ChIJj7sxVMq4woARBCl4F_iRug4,Larchmont Charter School - Wilshire,"4900 Wilshire Blvd, Los Angeles, CA 90010, USA",3.7,New Designs Charter School-Watts,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647330120071,0.95,0.69,0.55,,,,1270.0,630.0,640.0,28.0,26.0,31.0,29.0,27.0,90,Los Angeles Unified,Los Angeles,4.03,19647330120071,Los Angeles,K-12 Schools (Public),Public,Yes,Active,12714 South Avalon Blvd.,57.14285714285714,New Designs Charter School-Watts,Los Angeles
85,Design Science Middle College High School,Fresno,ChIJ8819qvddlIARno-09-q5gNg,Design Science Middle College High School,"1101 E University Ave, Fresno, CA 93741, USA",5.0,Design Science Middle College High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=10621660108555,0.95,0.75,0.55,,,,1140.0,580.0,560.0,20.0,21.0,20.0,19.0,20.0,91,Fresno Unified,Fresno,4.24,10621660108555,Fresno,Alternative Schools of Choice,Public,No,Active,1101 E University Ave,90.66666666666666,Design Science Middle College High,Fresno
86,Mission Vista High School,Oceanside,ChIJUTiC5Up33IAR9J0_EbBvYSw,Mission Vista High School,"1306 Melrose Dr, Oceanside, CA 92057, USA",3.0,Mission Vista High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37684520118430,0.99,0.88,0.49,0.68,0.41,18.0,1240.0,610.0,620.0,27.0,26.0,29.0,27.0,26.0,92,Vista Unified,Oceanside,4.15,37684520118430,San Diego,Alternative Schools of Choice,Public,No,Active,1306 Melrose Dr.,83.72093023255813,Mission Vista High,Oceanside
87,Palisades Charter High School,Pacific palisades,ChIJo_oAk3ejwoARFTebZonctQ8,Palisades Charter High School,"15777 Bowdoin St, Pacific Palisades, CA 90272, USA",4.4,Palisades Charter High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647331995836,0.94,0.69,0.42,,,,1310.0,650.0,660.0,30.0,28.0,31.0,31.0,29.0,93,Los Angeles Unified,Pacific Palisades,3.92,19647331995836,Los Angeles,High Schools (Public),Public,Yes,Active,15777 Bowdoin St.,86.27450980392157,Palisades Charter High,Pacific Palisades
88,Irvine High School,Irvine,ChIJ81ReLPTc3IARJSN1MC309Fs,Irvine High School,"4321 Walnut Ave, Irvine, CA 92604, USA",4.2,Irvine High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=30736503030152,0.96,0.68,0.61,0.86,0.31,21.0,1370.0,700.0,670.0,31.0,31.0,31.0,31.0,30.0,94,Irvine Unified,Irvine,3.84,30736503030152,Orange,High Schools (Public),Public,No,Active,4321 Walnut Ave.,75.86206896551724,Irvine High,Irvine
89,Valencia High School,Placentia,ChIJ2_KKAinU3IARAoMzoRw-wiA,Valencia High School,"500 Bradford Ave, Placentia, CA 92870, USA",4.4,Valencia High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=30666473038023,0.98,0.7,0.44,0.98,0.35,26.0,1340.0,690.0,650.0,31.0,31.0,31.0,31.0,30.0,95,Placentia-Yorba Linda Unified,Placentia,3.94,30666473038023,Orange,High Schools (Public),Public,No,Active,500 North Bradford Ave.,78.78787878787878,Valencia High,Placentia
90,San Dieguito High Academy,Encinitas,ChIJrWauvw4M3IARx1ekA0YZPJc,San Dieguito Academy High School,"800 Santa Fe Dr, Encinitas, CA 92024, USA",4.4,San Dieguito HS Academy,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683463737418,0.98,0.7,0.52,0.82,0.46,25.0,1300.0,650.0,650.0,30.0,28.0,30.0,30.0,28.0,96,San Dieguito Union High,Encinitas,4.33,37683463737418,San Diego,High Schools (Public),Public,No,Active,800 Santa Fe Dr.,91.66666666666666,San Dieguito HS Academy,Encinitas
91,San Juan Hills High School,San juan capistrano,ChIJNf3TchXy3IAR3EfcXxkubDQ,San Juan Hills High School,"29211 Stallion Ridge, San Juan Capistrano, CA 92675, USA",3.8,San Juan Hills High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=30664640113381,0.99,0.8,0.48,0.78,0.46,19.0,1260.0,630.0,630.0,29.0,28.0,30.0,30.0,28.0,97,Capistrano Unified,San Juan Capistrano,4.2,30664640113381,Orange,High Schools (Public),Public,No,Active,29211 Stallion Ridge,84.44444444444444,San Juan Hills High,San Juan Capistrano
92,Rancho Cucamonga High School,Rancho cucamonga,ChIJa1XNv-FJw4ARPEXCgywI7n4,Rancho Cucamonga High School,"11801 Lark Dr, Rancho Cucamonga, CA 91701, USA",4.1,Rancho Cucamonga High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36676523630571,0.96,0.74,0.38,0.72,0.24,17.0,1190.0,600.0,590.0,26.0,25.0,27.0,26.0,25.0,98,Chaffey Joint Union High,Rancho Cucamonga,4.17,36676523630571,San Bernardino,High Schools (Public),Public,No,Active,11801 Lark Dr.,85.71428571428572,Rancho Cucamonga High,Rancho Cucamonga
93,Fountain Valley High School,Fountain valley,ChIJfyk35iIn3YARx6F9v-OGbgw,Fountain Valley High School,"17816 Bushard St, Fountain Valley, CA 92708, USA",4.5,Fountain Valley High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=30665483032158,0.97,0.85,0.63,0.69,0.35,25.0,1310.0,670.0,640.0,28.0,28.0,29.0,28.0,28.0,99,Huntington Beach Union High,Fountain Valley,4.0,30665483032158,Orange,High Schools (Public),Public,No,Active,17816 Bushard,85.1063829787234,Fountain Valley High,Fountain Valley
